date,day_of_week,gold_open,gold_close,gold_high,gold_low,gold_range,gold_change_pct,gold_bullish,gold_ema_31,gold_ema_113,gold_ema_relation,gann_swing_high,gann_swing_low,gann_trend,fib_levels_json,gann_key_level_held,gann_breached_level,gann_reaction,gann_base,gann_scale,gann_nearest_support,gann_nearest_resistance,gann_gap,gann_held,gann_breached,gann_levels_json,sun_sign,sun_deg,moon_sign,moon_deg,moon_nakshatra,mercury_sign,mercury_deg,mercury_retro,venus_sign,venus_deg,venus_retro,mars_sign,mars_deg,mars_retro,jupiter_sign,jupiter_deg,jupiter_retro,saturn_sign,saturn_deg,saturn_retro,rahu_sign,rahu_deg,ketu_sign,ketu_deg,mercury_elong_deg,mercury_elong_dir,mercury_combust,venus_elong_deg,venus_elong_dir,venus_combust,mars_elong_deg,mars_combust,jupiter_elong_deg,saturn_elong_deg,aspects_json,eclipse_active,eclipse_type,eclipse_days_away,moon_phase,moon_illumination_pct,economic_events,economic_impact,market_reaction,trend_direction,volatility,dominant_planet_hour,sunrise_local,dxy_close,dxy_change_pct,dxy_direction,us10y_close,us10y_change
2022-11-15,Tuesday,1770.8,1773.8,1773.8,1769.9,3.9,0.17,True,1691.43,1734.98,below,1773.8,1769.9,UP,"{""0"": 1769.9, ""0.2126"": 1770.73, ""0.5"": 1771.85, ""0.618"": 1772.31, ""0.7874"": 1772.97, ""1"": 1773.8, ""1.2126"": 1774.63, ""1.5"": 1775.75, ""1.618"": 1776.21, ""1.7874"": 1776.87}",True,0.7874,bounce,177,10,1704.1,1837.15,133.05,False,,"{""base"": 177, ""scale"": 10, ""supports"": [1277.83, 1334.98, 1393.38, 1453.02, 1513.92, 1576.06, 1639.46, 1704.1], ""resistances"": [1837.15, 1905.54, 1975.19, 2046.08, 2118.23, 2191.62, 2266.27, 2342.17]}",Libra,28.42,Cancer,11.36,Pushya,Scorpio,2.12,False,Scorpio,4.25,False,Taurus,29.71,True,Pisces,4.76,True,Capricorn,24.86,False,Aries,18.52,Libra,18.52,3.7,E,False,5.83,E,False,148.71,False,126.34,86.44,"[{""planet1"": ""Sun"", ""planet2"": ""Mercury"", ""aspect"": ""Conjunction"", ""orb_deg"": 3.7}, {""planet1"": ""Sun"", ""planet2"": ""Saturn"", ""aspect"": ""Square"", ""orb_deg"": 3.56}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 2.13}, {""planet1"": ""Mercury"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 2.65}, {""planet1"": ""Venus"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 0.51}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,Last Quarter,64.7,,none,consolidation,bullish,low,Mars,5.83,106.4,-0.24,bearish,,
2022-11-16,Wednesday,1776.6,1773.0,1778.9,1773.0,5.9,-0.2,False,1696.53,1735.65,below,1778.9,1773.0,DOWN,"{""0"": 1778.9, ""0.2126"": 1777.65, ""0.5"": 1775.95, ""0.618"": 1775.25, ""0.7874"": 1774.25, ""1"": 1773.0, ""1.2126"": 1771.75, ""1.5"": 1770.05, ""1.618"": 1769.35, ""1.7874"": 1768.35}",True,1.2126,bounce,177,10,1704.1,1837.15,133.05,False,,"{""base"": 177, ""scale"": 10, ""supports"": [1277.83, 1334.98, 1393.38, 1453.02, 1513.92, 1576.06, 1639.46, 1704.1], ""resistances"": [1837.15, 1905.54, 1975.19, 2046.08, 2118.23, 2191.62, 2266.27, 2342.17]}",Libra,29.42,Cancer,23.27,Ashlesha,Scorpio,3.69,False,Scorpio,5.51,False,Taurus,29.48,True,Pisces,4.74,True,Capricorn,24.9,False,Aries,18.47,Libra,18.47,4.27,E,False,6.09,E,False,149.94,False,125.32,85.48,"[{""planet1"": ""Sun"", ""planet2"": ""Mercury"", ""aspect"": ""Conjunction"", ""orb_deg"": 4.27}, {""planet1"": ""Moon"", ""planet2"": ""Saturn"", ""aspect"": ""Opposition"", ""orb_deg"": 1.63}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 1.82}, {""planet1"": ""Mercury"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 1.05}, {""planet1"": ""Venus"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 0.77}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,Last Quarter,55.4,Housing Starts (medium),medium,consolidation,bearish,low,Mercury,5.84,106.28,-0.11,bearish,,
2022-11-17,Thursday,1763.0,1760.8,1763.0,1756.0,7.0,-0.12,False,1700.54,1736.09,below,1763.0,1756.0,DOWN,"{""0"": 1763.0, ""0.2126"": 1761.51, ""0.5"": 1759.5, ""0.618"": 1758.67, ""0.7874"": 1757.49, ""1"": 1756.0, ""1.2126"": 1754.51, ""1.5"": 1752.5, ""1.618"": 1751.67, ""1.7874"": 1750.49}",True,0.5,bounce,176,10,1694.29,1826.96,132.67,False,,"{""base"": 176, ""scale"": 10, ""supports"": [1269.34, 1326.3, 1384.51, 1443.96, 1504.67, 1566.63, 1629.84, 1694.29], ""resistances"": [1826.96, 1895.16, 1964.62, 2035.33, 2107.29, 2180.49, 2254.95, 2330.66]}",Scorpio,0.43,Leo,5.29,Magha,Scorpio,5.26,False,Scorpio,6.76,False,Taurus,29.24,True,Pisces,4.71,True,Capricorn,24.94,False,Aries,18.41,Libra,18.41,4.83,E,False,6.33,E,False,151.19,False,124.28,84.51,"[{""planet1"": ""Sun"", ""planet2"": ""Mercury"", ""aspect"": ""Conjunction"", ""orb_deg"": 4.83}, {""planet1"": ""Moon"", ""planet2"": ""Mercury"", ""aspect"": ""Square"", ""orb_deg"": 0.03}, {""planet1"": ""Moon"", ""planet2"": ""Venus"", ""aspect"": ""Square"", ""orb_deg"": 1.47}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 1.5}, {""planet1"": ""Mercury"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 0.55}, {""planet1"": ""Venus"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 2.05}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,Last Quarter,45.8,Initial Jobless Claims (low),none,reversal_signal,bearish,low,Jupiter,5.85,106.69,0.39,bullish,,
2022-11-18,Friday,1763.3,1751.9,1763.3,1747.6,15.7,-0.65,False,1703.75,1736.37,below,1763.3,1747.6,DOWN,"{""0"": 1763.3, ""0.2126"": 1759.96, ""0.5"": 1755.45, ""0.618"": 1753.6, ""0.7874"": 1750.94, ""1"": 1747.6, ""1.2126"": 1744.26, ""1.5"": 1739.75, ""1.618"": 1737.9, ""1.7874"": 1735.24}",True,0.7874,bounce,176,10,1694.29,1826.96,132.67,False,,"{""base"": 176, ""scale"": 10, ""supports"": [1269.34, 1326.3, 1384.51, 1443.96, 1504.67, 1566.63, 1629.84, 1694.29], ""resistances"": [1826.96, 1895.16, 1964.62, 2035.33, 2107.29, 2180.49, 2254.95, 2330.66]}",Scorpio,1.44,Leo,17.52,Purva Phalguni,Scorpio,6.82,False,Scorpio,8.02,False,Taurus,28.98,True,Pisces,4.69,True,Capricorn,24.98,False,Aries,18.36,Libra,18.36,5.38,E,False,6.58,E,False,152.46,False,123.25,83.54,"[{""planet1"": ""Sun"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 3.25}, {""planet1"": ""Moon"", ""planet2"": ""Rahu"", ""aspect"": ""Trine"", ""orb_deg"": 0.84}, {""planet1"": ""Moon"", ""planet2"": ""Ketu"", ""aspect"": ""Sextile"", ""orb_deg"": 0.84}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 1.19}, {""planet1"": ""Mercury"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 2.14}, {""planet1"": ""Venus"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 3.33}, {""planet1"": ""Mars"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 4.0}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,Last Quarter,36.2,,none,mild_trend,bearish,low,Venus,5.85,106.93,0.22,bullish,,
2022-11-21,Monday,1739.0,1737.4,1744.9,1736.1,8.8,-0.09,False,1705.86,1736.38,below,1744.9,1736.1,DOWN,"{""0"": 1744.9, ""0.2126"": 1743.03, ""0.5"": 1740.5, ""0.618"": 1739.46, ""0.7874"": 1737.97, ""1"": 1736.1, ""1.2126"": 1734.23, ""1.5"": 1731.7, ""1.618"": 1730.66, ""1.7874"": 1729.17}",True,1,bounce,174,10,1674.67,1806.58,131.91,False,,"{""base"": 174, ""scale"": 10, ""supports"": [1252.36, 1308.94, 1366.77, 1425.85, 1486.18, 1547.76, 1610.59, 1674.67], ""resistances"": [1806.58, 1874.41, 1943.49, 2013.82, 2085.4, 2158.23, 2232.31, 2307.64]}",Scorpio,4.47,Virgo,26.07,Chitra,Scorpio,11.5,False,Scorpio,11.78,False,Taurus,28.14,True,Pisces,4.64,True,Capricorn,25.12,False,Aries,18.2,Libra,18.2,7.03,E,False,7.31,E,False,156.33,False,120.17,80.65,"[{""planet1"": ""Sun"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 0.18}, {""planet1"": ""Moon"", ""planet2"": ""Mars"", ""aspect"": ""Trine"", ""orb_deg"": 2.07}, {""planet1"": ""Moon"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 0.95}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 0.28}, {""planet1"": ""Mars"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 3.02}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,Waning Crescent,10.8,,none,reversal_signal,bearish,low,Moon,5.87,107.84,0.85,bullish,,
2022-11-22,Tuesday,1741.7,1738.3,1741.7,1738.3,3.4,-0.2,False,1707.88,1736.42,below,1741.7,1738.3,DOWN,"{""0"": 1741.7, ""0.2126"": 1740.98, ""0.5"": 1740.0, ""0.618"": 1739.6, ""0.7874"": 1739.02, ""1"": 1738.3, ""1.2126"": 1737.58, ""1.5"": 1736.6, ""1.618"": 1736.2, ""1.7874"": 1735.62}",True,1.2126,bounce,174,10,1674.67,1806.58,131.91,False,,"{""base"": 174, ""scale"": 10, ""supports"": [1252.36, 1308.94, 1366.77, 1425.85, 1486.18, 1547.76, 1610.59, 1674.67], ""resistances"": [1806.58, 1874.41, 1943.49, 2013.82, 2085.4, 2158.23, 2232.31, 2307.64]}",Scorpio,5.48,Libra,9.69,Swati,Scorpio,13.05,False,Scorpio,13.03,False,Taurus,27.84,True,Pisces,4.63,True,Capricorn,25.17,False,Aries,18.15,Libra,18.15,7.57,E,False,7.55,E,False,157.64,False,119.15,79.69,"[{""planet1"": ""Sun"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 0.84}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 0.01}, {""planet1"": ""Mars"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 2.67}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,Waning Crescent,5.0,,none,consolidation,bearish,low,Mars,5.88,107.22,-0.57,bearish,,
2022-11-23,Wednesday,1736.5,1744.9,1750.9,1736.5,14.4,0.48,True,1710.2,1736.57,below,1750.9,1736.5,UP,"{""0"": 1736.5, ""0.2126"": 1739.56, ""0.5"": 1743.7, ""0.618"": 1745.4, ""0.7874"": 1747.84, ""1"": 1750.9, ""1.2126"": 1753.96, ""1.5"": 1758.1, ""1.618"": 1759.8, ""1.7874"": 1762.24}",True,0.5,bounce,175,10,1684.48,1816.77,132.29,False,,"{""base"": 175, ""scale"": 10, ""supports"": [1260.85, 1317.62, 1375.64, 1434.91, 1495.42, 1557.19, 1620.21, 1684.48], ""resistances"": [1816.77, 1884.79, 1954.06, 2024.58, 2096.34, 2169.36, 2243.63, 2319.15]}",Scorpio,6.49,Libra,23.72,Vishakha,Scorpio,14.6,False,Scorpio,14.29,False,Taurus,27.52,True,Pisces,4.63,True,Capricorn,25.22,False,Aries,18.09,Libra,18.09,8.11,E,False,7.8,E,False,158.97,False,118.14,78.73,"[{""planet1"": ""Sun"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 1.86}, {""planet1"": ""Moon"", ""planet2"": ""Saturn"", ""aspect"": ""Square"", ""orb_deg"": 1.5}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 0.31}, {""planet1"": ""Mars"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 2.3}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",True,Solar,12,New Moon,1.2,Durable Goods Orders (medium),medium,choppy,bullish,low,Mercury,5.89,106.08,-1.06,bearish,,
2022-11-25,Friday,1753.0,1753.3,1757.9,1749.2,8.7,0.02,True,1712.89,1736.86,below,1757.9,1749.2,UP,"{""0"": 1749.2, ""0.2126"": 1751.05, ""0.5"": 1753.55, ""0.618"": 1754.58, ""0.7874"": 1756.05, ""1"": 1757.9, ""1.2126"": 1759.75, ""1.5"": 1762.25, ""1.618"": 1763.28, ""1.7874"": 1764.75}",True,0.2126,bounce,175,10,1684.48,1816.77,132.29,False,,"{""base"": 175, ""scale"": 10, ""supports"": [1260.85, 1317.62, 1375.64, 1434.91, 1495.42, 1557.19, 1620.21, 1684.48], ""resistances"": [1816.77, 1884.79, 1954.06, 2024.58, 2096.34, 2169.36, 2243.63, 2319.15]}",Scorpio,8.51,Scorpio,22.72,Jyeshtha,Scorpio,17.68,False,Scorpio,16.8,False,Taurus,26.86,True,Pisces,4.63,False,Capricorn,25.32,False,Aries,17.99,Libra,17.99,9.17,E,False,8.29,E,False,161.65,False,116.12,76.81,"[{""planet1"": ""Sun"", ""planet2"": ""Jupiter"", ""aspect"": ""Trine"", ""orb_deg"": 3.88}, {""planet1"": ""Moon"", ""planet2"": ""Mars"", ""aspect"": ""Opposition"", ""orb_deg"": 4.15}, {""planet1"": ""Moon"", ""planet2"": ""Saturn"", ""aspect"": ""Sextile"", ""orb_deg"": 2.61}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 0.88}, {""planet1"": ""Mars"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 1.54}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",True,Solar,14,New Moon,1.5,,none,reversal_signal,bullish,low,Venus,5.9,105.96,-0.11,bearish,,
2022-11-28,Monday,1741.3,1740.1,1741.3,1740.1,1.2,-0.07,False,1714.59,1736.92,below,1741.3,1740.1,DOWN,"{""0"": 1741.3, ""0.2126"": 1741.04, ""0.5"": 1740.7, ""0.618"": 1740.56, ""0.7874"": 1740.36, ""1"": 1740.1, ""1.2126"": 1739.84, ""1.5"": 1739.5, ""1.618"": 1739.36, ""1.7874"": 1739.16}",True,1.2126,bounce,174,10,1674.67,1806.58,131.91,False,,"{""base"": 174, ""scale"": 10, ""supports"": [1252.36, 1308.94, 1366.77, 1425.85, 1486.18, 1547.76, 1610.59, 1674.67], ""resistances"": [1806.58, 1874.41, 1943.49, 2013.82, 2085.4, 2158.23, 2232.31, 2307.64]}",Scorpio,11.54,Capricorn,6.97,Uttara Ashadha,Scorpio,22.29,False,Scorpio,20.56,False,Taurus,25.81,True,Pisces,4.65,False,Capricorn,25.49,False,Aries,17.83,Libra,17.83,10.75,E,False,9.02,E,False,165.73,False,113.11,73.95,"[{""planet1"": ""Moon"", ""planet2"": ""Jupiter"", ""aspect"": ""Sextile"", ""orb_deg"": 2.32}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 1.73}, {""planet1"": ""Mercury"", ""planet2"": ""Mars"", ""aspect"": ""Opposition"", ""orb_deg"": 3.52}, {""planet1"": ""Mercury"", ""planet2"": ""Saturn"", ""aspect"": ""Sextile"", ""orb_deg"": 3.2}, {""planet1"": ""Mars"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 0.32}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,Waxing Crescent,21.6,,none,consolidation,bearish,low,Moon,5.93,106.68,0.68,bullish,,
2022-11-29,Tuesday,1739.5,1748.4,1758.2,1737.9,20.3,0.51,True,1716.71,1737.12,below,1758.2,1737.9,UP,"{""0"": 1737.9, ""0.2126"": 1742.22, ""0.5"": 1748.05, ""0.618"": 1750.45, ""0.7874"": 1753.88, ""1"": 1758.2, ""1.2126"": 1762.52, ""1.5"": 1768.35, ""1.618"": 1770.75, ""1.7874"": 1774.18}",True,0.5,bounce,175,10,1684.48,1816.77,132.29,False,,"{""base"": 175, ""scale"": 10, ""supports"": [1260.85, 1317.62, 1375.64, 1434.91, 1495.42, 1557.19, 1620.21, 1684.48], ""resistances"": [1816.77, 1884.79, 1954.06, 2024.58, 2096.34, 2169.36, 2243.63, 2319.15]}",Scorpio,12.56,Capricorn,21.46,Shravana,Scorpio,23.82,False,Scorpio,21.82,False,Taurus,25.45,True,Pisces,4.67,False,Capricorn,25.55,False,Aries,17.78,Libra,17.78,11.26,E,False,9.26,E,False,167.11,False,112.11,72.99,"[{""planet1"": ""Moon"", ""planet2"": ""Mercury"", ""aspect"": ""Sextile"", ""orb_deg"": 2.36}, {""planet1"": ""Moon"", ""planet2"": ""Venus"", ""aspect"": ""Sextile"", ""orb_deg"": 0.36}, {""planet1"": ""Moon"", ""planet2"": ""Mars"", ""aspect"": ""Trine"", ""orb_deg"": 3.99}, {""planet1"": ""Moon"", ""planet2"": ""Saturn"", ""aspect"": ""Conjunction"", ""orb_deg"": 4.09}, {""planet1"": ""Moon"", ""planet2"": ""Rahu"", ""aspect"": ""Square"", ""orb_deg"": 3.68}, {""planet1"": ""Moon"", ""planet2"": ""Ketu"", ""aspect"": ""Square"", ""orb_deg"": 3.68}, {""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 2.0}, {""planet1"": ""Mercury"", ""planet2"": ""Mars"", ""aspect"": ""Opposition"", ""orb_deg"": 1.62}, {""planet1"": ""Mercury"", ""planet2"": ""Saturn"", ""aspect"": ""Sextile"", ""orb_deg"": 1.73}, {""planet1"": ""Venus"", ""planet2"": ""Mars"", ""aspect"": ""Opposition"", ""orb_deg"": 3.63}, {""planet1"": ""Venus"", ""planet2"": ""Saturn"", ""aspect"": ""Sextile"", ""orb_deg"": 3.73}, {""planet1"": ""Mars"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 0.11}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,First Quarter,32.0,Consumer Confidence (medium),medium,mild_trend,bullish,medium,Mars,5.94,106.82,0.13,bullish,,
2022-11-30,Wednesday,1748.1,1746.0,1769.4,1745.1,24.3,-0.12,False,1718.54,1737.27,below,1769.4,1745.1,DOWN,"{""0"": 1769.4, ""0.2126"": 1764.23, ""0.5"": 1757.25, ""0.618"": 1754.38, ""0.7874"": 1750.27, ""1"": 1745.1, ""1.2126"": 1739.93, ""1.5"": 1732.95, ""1.618"": 1730.08, ""1.7874"": 1725.97}",True,1,bounce,176,10,1694.29,1826.96,132.67,False,,"{""base"": 176, ""scale"": 10, ""supports"": [1269.34, 1326.3, 1384.51, 1443.96, 1504.67, 1566.63, 1629.84, 1694.29], ""resistances"": [1826.96, 1895.16, 1964.62, 2035.33, 2107.29, 2180.49, 2254.95, 2330.66]}",Scorpio,13.57,Aquarius,5.68,Dhanishta,Scorpio,25.35,False,Scorpio,23.07,False,Taurus,25.08,True,Pisces,4.69,False,Capricorn,25.61,False,Aries,17.72,Libra,17.72,11.78,E,False,9.5,E,False,168.49,False,111.12,72.04,"[{""planet1"": ""Mercury"", ""planet2"": ""Venus"", ""aspect"": ""Conjunction"", ""orb_deg"": 2.28}, {""planet1"": ""Mercury"", ""planet2"": ""Mars"", ""aspect"": ""Opposition"", ""orb_deg"": 0.28}, {""planet1"": ""Mercury"", ""planet2"": ""Saturn"", ""aspect"": ""Sextile"", ""orb_deg"": 0.26}, {""planet1"": ""Venus"", ""planet2"": ""Mars"", ""aspect"": ""Opposition"", ""orb_deg"": 2.0}, {""planet1"": ""Venus"", ""planet2"": ""Saturn"", ""aspect"": ""Sextile"", ""orb_deg"": 2.54}, {""planet1"": ""Mars"", ""planet2"": ""Saturn"", ""aspect"": ""Trine"", ""orb_deg"": 0.54}, {""planet1"": ""Rahu"", ""planet2"": ""Ketu"", ""aspect"": ""Opposition"", ""orb_deg"": 0.0}]",False,,0,First Quarter,43.1,PCE Price Index (high),high,reversal_signal,bearish,medium,Mercury,5.95,105.95,-0.81,bearish,,
